name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2018_name,ward_2018_code,longitude,latitude,easting,northing,category,year,,,,,,,,,,
Arcola Bar,24 Ashwin St,Hackney,Dalston,Hackney,,,E09000012,Dalston,E05009370,-0.073741552,51.546591051624326,533552.0001221001,184889.00012210011,Pubs,2018,,,,,,,,,,
Cafe Oto,18-22 Ashwin St,Hackney,Dalston,Hackney,,,E09000012,Dalston,E05009370,-0.073741552,51.546591051624326,533552.0001221001,184889.00012210011,Pubs,2018,,,,,,,,,,
Duke of Richmond,316 Queensbridge Road,Hackney,London Fields,Hackney,,,E09000012,London Fields,E05009381,-0.068085035,51.54153356296158,533959.0001221001,184337.00012210011,Pubs,2018,,,,,,,,,,
Heart of Hackney,255 Mare Street,Hackney,London Fields,Hackney,,,E09000012,London Fields,E05009381,-0.05399347,51.54221796990799,534934.0001221001,184439.00012210011,Pubs,2018,,,,,,,,,,
Pub On The Park,19 Martello Street,Hackney,London Fields,Hackney,,,E09000012,London Fields,E05009381,-0.056528277,51.54128868647367,534761.0001221001,184331.00012210011,Pubs,2018,,,,,,,,,,
Dolphin,165 Mare Street,Hackney,London,Hackney,,,E09000012,London Fields,E05009381,-0.054997376,51.53896993913541,534874.0001221001,184076.00012210011,Pubs,2018,,,,,,,,,,
Martello Hall,137 Mare Street,Hackney,London Fields,Hackney,,,E09000012,London Fields,E05009381,-0.054997376,51.53896993913541,534874.0001221001,184076.00012210011,Pubs,2018,,,,,,,,,,
Forest Road Brewery Taproom,1348 Netil Road,South Hackney,,Hackney,,,E09000012,London Fields,E05009381,-0.057417851,51.53699548189447,534712.0001221001,183852.00012210011,Pubs,2018,,,,,,,,,,
Netil 360,1 Westgate Street,South Hackney,,Hackney,,,E09000012,London Fields,E05009381,-0.057417851,51.53699548189447,534712.0001221001,183852.00012210011,Pubs,2018,,,,,,,,,,
London Fields Brewery tap room,365-366 Warburton Street,Hackney,London,Hackney,,,E09000012,London Fields,E05009381,-0.056786403,51.53793834540595,534753.0001221001,183958.00012210011,Pubs,2018,,,,,,,,,,
Haggerston,438 Kingsland Road,Hackney,London,Hackney,,,E09000012,London Fields,E05009381,-0.074352007,51.54101605748869,533526.0001221001,184268.00012210011,Pubs,2018,,,,,,,,,,
Worker's Cafe,404 Kingsland Road,Dalston,,Hackney,,,E09000012,London Fields,E05009381,-0.074352007,51.54101605748869,533526.0001221001,184268.00012210011,Pubs,2018,,,,,,,,,,
Beer & Burger Store,464 Kingsland Road,Hackney,,Hackney,,,E09000012,London Fields,E05009381,-0.07426132,51.54282228003727,533527.0001221001,184469.00012210011,Pubs,2018,,,,,,,,,,
Junction House,578 Kingsland Road,Hackney,Dalston,Hackney,,,E09000012,Dalston,E05009370,-0.073922172,51.54470536480519,533545.0001221001,184679.00012210011,Pubs,2018,,,,,,,,,,
Molly Bloom's,525 Kingsland Road,Hackney,London,Hackney,,,E09000012,De Beauvoir,E05009371,-0.074512377,51.5450748,533503.0001221001,184719.00012210011,Pubs,2018,,,,,,,,,,
MAP Maison,321 Kingsland Road,Hackney,London,Hackney,,,E09000012,Haggerston,E05009375,-0.075397298,51.538119289952384,533462.0001221001,183944.00012210011,Pubs,2018,,,,,,,,,,
Draughts,337 Acton Mews,Hackney,-,Hackney,,,E09000012,Haggerston,E05009375,-0.07377639,51.536545783562595,533579.0001221001,183772.00012210011,Pubs,2018,,,,,,,,,,
Signature Brew Taproom & venue,"Railway Arch 340, Acton Mews, Haggerston",Haggerston,,Hackney,,,E09000012,Haggerston,E05009375,-0.07377639,51.536545783562595,533579.0001221001,183772.00012210011,Pubs,2018,,,,,,,,,,
Duke Of Wellington,260 Haggerston Road,Hackney,London,Hackney,,,E09000012,London Fields,E05009381,-0.073010548,51.539653981700866,533623.0001221001,184119.00012210011,Pubs,2018,,,,,,,,,,
Off Broadway,63-65 Broadway Market,Hackney,,Hackney,,,E09000012,London Fields,E05009381,-0.060290902,51.53624259879859,534515.0001221001,183763.00012210011,Pubs,2018,,,,,,,,,,
Dove Free House & Kitchen,24-28 Broadway Market,Hackney,London,Hackney,,,E09000012,London Fields,E05009381,-0.059995148,51.53607582229766,534536.0001221001,183745.00012210011,Pubs,2018,,,,,,,,,,
Market Cafe,2 Broadway Market,Hackney,London,Hackney,,,E09000012,London Fields,E05009381,-0.059995148,51.53607582229766,534536.0001221001,183745.00012210011,Pubs,2018,,,,,,,,,,
Cat & Mutton,76 Broadway Market,Hackney,London,Hackney,,,E09000012,London Fields,E05009381,-0.059995148,51.53607582229766,534536.0001221001,183745.00012210011,Pubs,2018,,,,,,,,,,
Prince Edward,97 Wick Road,Homerton,London,Hackney,,,E09000012,Homerton,E05009376,-0.040334279,51.54491348891988,535873.0001221001,184764.00012210011,Pubs,2018,,,,,,,,,,
Eagle,103 Wick Road,Homerton,London,Hackney,,,E09000012,Hackney Wick,E05009374,-0.038648264,51.54487631533795,535990.0001221001,184763.00012210011,Pubs,2018,,,,,,,,,,
Tiger,245 Wick Lane,Homerton,London,Hackney,,,E09000012,Hackney Wick,E05009374,-0.033618293,51.54478310688925,536339.0001221001,184762.00012210011,Pubs,2018,,,,,,,,,,
Howling Hops Tap Room,"Queens Yard, White Post Lane",Homerton,Hackney Wick,Tower Hamlets,,,E09000030,Bow East,E05009319,-0.021147221,51.5419922,537212.0001221001,184475.00012210011,Pubs,2018,,,,,,,,,,
Crate Brewery & Pizzeria,"Unit 7, White Building, Queen's Yard, White Post Lane",Hackney Wick,,Tower Hamlets,,,E09000030,Bow East,E05009319,-0.021147221,51.5419922,537212.0001221001,184475.00012210011,Pubs,2018,,,,,,,,,,
Beer Merchants Tap,99 Wallis Road,Hackney Wick,,Hackney,,,E09000012,Hackney Wick,E05009374,-0.021137394,51.54388070047827,537207.0001221001,184685.00012210011,Pubs,2018,,,,,,,,,,
Hackney Pearl,11 Prince Edward Road,Homerton,Hackney Wick,Hackney,,,E09000012,Hackney Wick,E05009374,-0.024559558,51.543794486400074,536970.0001221001,184669.00012210011,Pubs,2018,,,,,,,,,,
Spread Eagle,224 Homerton High Street,Homerton,London,Hackney,,,E09000012,King's Park,E05009379,-0.038958772,51.54838902077185,535958.0001221001,185153.00012210011,Pubs,2018,,,,,,,,,,
Adam & Eve,155 Homerton High Street,Homerton,London,Hackney,,,E09000012,King's Park,E05009379,-0.038958772,51.54838902077185,535958.0001221001,185153.00012210011,Pubs,2018,,,,,,,,,,
Chesham Arms,15 Mehetabel Road,Homerton,London,Hackney,,,E09000012,Homerton,E05009376,-0.048867186,51.5470793,535275.0001221001,184989.00012210011,Pubs,2018,,,,,,,,,,
Globe,20 Morning Lane,Homerton,London,Hackney,,,E09000012,Homerton,E05009376,-0.05218492,51.54538967727345,535050.0001221001,184795.00012210011,Pubs,2018,,,,,,,,,,
Gun,235 Well Street,Homerton,London,Hackney,,,E09000012,Homerton,E05009376,-0.045319793,51.54402536359865,535530.0001221001,184656.00012210011,Pubs,2018,,,,,,,,,,
Machine No.3,271 Well Street,Homerton,,Hackney,,,E09000012,Homerton,E05009376,-0.045319793,51.54402536359865,535530.0001221001,184656.00012210011,Pubs,2018,,,,,,,,,,
Kenton,38 Kenton Road,Homerton,London,Hackney,,,E09000012,Hackney Wick,E05009374,-0.042532318,51.543439261536264,535725.0001221001,184596.00012210011,Pubs,2018,,,,,,,,,,
People's Park Tavern,360 Victoria Park Road,Homerton,London,Hackney,,,E09000012,Victoria,E05009386,-0.038852644,51.53878205,535994.0001221001,184085.00012210011,Pubs,2018,,,,,,,,,,
Hector & Noble,233-235 Victoria Park Road,Homerton,London,Hackney,,,E09000012,Victoria,E05009386,-0.042177104,51.53793822561302,535766.0001221001,183985.00012210011,Pubs,2018,,,,,,,,,,
Royal Inn On The Park,Lauriston Road,Homerton,London,Hackney,,,E09000012,Victoria,E05009386,-0.042670524,51.53685823112467,535735.0001221001,183864.00012210011,Pubs,2018,,,,,,,,,,
Hemingway,84 Victoria Park Road,Homerton,London,Hackney,,,E09000012,Victoria,E05009386,-0.045983559,51.53694944647559,535505.0001221001,183868.00012210011,Pubs,2018,,,,,,,,,,
Lauriston,162 Victoria Park Road,Homerton,London,Hackney,,,E09000012,Victoria,E05009386,-0.044459749,51.537508636463144,535609.0001221001,183933.00012210011,Pubs,2018,,,,,,,,,,
Empress,130 Lauriston Road,Homerton,London,Hackney,,,E09000012,Victoria,E05009386,-0.04330177,51.53659895460809,535692.0001221001,183834.00012210011,Pubs,2018,,,,,,,,,,
Fable,52 Holborn Viaduct,London,Smithfield,City and County of the City of London,,,E09000001,Farringdon Within,E05009304,-0.102596907,51.51661811500173,531638.0001221001,181504.00012210011,Pubs,2018,,,,,,,,,,
Lord Raglan,61 St Martin's-le-Grand,London,Smithfield,City and County of the City of London,,,E09000001,Aldersgate,E05009288,-0.094952072,51.516044497490256,532170.0001221001,181454.00012210011,Pubs,2018,,,,,,,,,,
Viaduct Tavern,126 Newgate Street,London,Smithfield,City and County of the City of London,,,E09000001,Farringdon Within,E05009304,-0.099981125,51.51573936004847,531822.0001221001,181411.00012210011,Pubs,2018,,,,,,,,,,
Lamb & Trotter,6 Little Britain,London,Smithfield,City and County of the City of London,,,E09000001,Aldersgate,E05009288,-0.096471302,51.51659978921739,532063.0001221001,181513.00012210011,Pubs,2018,,,,,,,,,,
Lino,90 Bartholomew Close,Barbican,,City and County of the City of London,,,E09000001,Farringdon Within,E05009304,-0.097624239,51.51764376739492,531980.0001221001,181627.00012210011,Pubs,2018,,,,,,,,,,
Hand & Shears,1 Middle Street,London,Smithfield,City and County of the City of London,,,E09000001,Farringdon Within,E05009304,-0.096980031,51.5189194,532021.0001221001,181770.00012210011,Pubs,2018,,,,,,,,,,
Rising Sun,38 Cloth Fair,London,Smithfield,City and County of the City of London,,,E09000001,Farringdon Within,E05009304,-0.098160396,51.518614777968104,531940.0001221001,181734.00012210011,Pubs,2018,,,,,,,,,,
Butcher's Hook & Cleaver,60-63 West Smithfield,Smithfield,,City and County of the City of London,,,E09000001,Farringdon Within,E05009304,-0.098949543,51.51835776507554,531886.0001221001,181704.00012210011,Pubs,2018,,,,,,,,,,
St Barts Brewery,64-66 West Smithfield,London,Smithfield,City and County of the City of London,,,E09000001,Farringdon Within,E05009304,-0.098949543,51.51835776507554,531886.0001221001,181704.00012210011,Pubs,2018,,,,,,,,,,
Kingsfield Arms,111 Bessborough Road,Harrow,,Harrow,,,E09000015,Greenhill,E05000288,-0.341553218,51.57445212437897,514915.0001221001,187532.00012210011,Pubs,2018,,,,,,,,,,
Ask for Janice,50-52 Long Lane,London,Smithfield,City and County of the City of London,,,E09000001,Farringdon Within,E05009304,-0.098300711,51.51870699,531930.0001221001,181744.00012210011,Pubs,2018,,,,,,,,,,
Old Red Cow,71-72 Long Lane,London,Smithfield,City and County of the City of London,,,E09000001,Farringdon Within,E05009304,-0.098300711,51.51870699,531930.0001221001,181744.00012210011,Pubs,2018,,,,,,,,,,
Bishops Finger,9-10 West Smithfield,London,Smithfield,City and County of the City of London,,,E09000001,Farringdon Without,E05009305,-0.100320522,51.51797526930716,531792.0001221001,181659.00012210011,Pubs,2018,,,,,,,,,,
Bird of Smithfield,26 Smithfield Street,London,Smithfield,City and County of the City of London,,,E09000001,Farringdon Without,E05009305,-0.100931918,51.517832280405905,531750.0001221001,181642.00012210011,Pubs,2018,,,,,,,,,,
Sir John Oldcastle,29-35 Farringdon Road,London,Farringdon,Camden,,,E09000007,Holborn and Covent Garden,E05000138,-0.104370169,51.51938983550979,531507.0001221001,181809.00012210011,Pubs,2018,,,,,,,,,,
St John,26 St John Street,London,Farringdon,Islington,,,E09000019,Bunhill,E05000367,-0.099840466,51.51981118,531820.0001221001,181864.00012210011,Pubs,2018,,,,,,,,,,
Bar Smith,20 St John Street,London,Farringdon,Islington,,,E09000019,Bunhill,E05000367,-0.099840466,51.51981118,531820.0001221001,181864.00012210011,Pubs,2018,,,,,,,,,,
Clerkenwell & Social,2-5 St John's Square,London,Farringdon,Islington,,,E09000019,Clerkenwell,E05000370,-0.101708689,51.52168511795356,531685.0001221001,182069.00012210011,Pubs,2018,,,,,,,,,,
BrewDog,45-47 Clerkenwell Road,London,Farringdon,Islington,,,E09000019,Clerkenwell,E05000370,-0.103017849,51.52175126888457,531594.0001221001,182074.00012210011,Pubs,2018,,,,,,,,,,
Jerusalem Tavern,55 Britton Street,Farringdon,,Islington,,,E09000019,Clerkenwell,E05000370,-0.102350606,51.52115589136586,531642.0001221001,182009.00012210011,Pubs,2018,,,,,,,,,,
Fox & Anchor,115 Charterhouse Street,London,Farringdon,Islington,,,E09000019,Bunhill,E05000367,-0.099053919,51.520005284082714,531874.0001221001,181887.00012210011,Pubs,2018,,,,,,,,,,
Hope,94 Cowcross Street,London,Farringdon,Islington,,,E09000019,Clerkenwell,E05000370,-0.10070764,51.519411520144914,531761.0001221001,181818.00012210011,Pubs,2018,,,,,,,,,,
Fence,67-69 Cowcross Street,London,Farringdon,Islington,,,E09000019,Clerkenwell,E05000370,-0.100891554,51.519495440802665,531748.0001221001,181827.00012210011,Pubs,2018,,,,,,,,,,
Three Compasses,66 Cowcross Street,London,Farringdon,Islington,,,E09000019,Clerkenwell,E05000370,-0.100891554,51.519495440802665,531748.0001221001,181827.00012210011,Pubs,2018,,,,,,,,,,
Castle,34-35 Cowcross Street,London,Farringdon,Islington,,,E09000019,Clerkenwell,E05000370,-0.102640144,51.51973958956312,531626.0001221001,181851.00012210011,Pubs,2018,,,,,,,,,,
Lazy Bones,"Unit 5, 19-25 Cowcross Street",London,Farringdon,Islington,,,E09000019,Clerkenwell,E05000370,-0.102106365,51.51974893975639,531663.0001221001,181853.00012210011,Pubs,2018,,,,,,,,,,
Sports Bar & Grill (Farringdon),"Unit 3 Cowcross Place,19-25 Cowcross St,",London,Farringdon,Islington,,,E09000019,Clerkenwell,E05000370,-0.102106365,51.51974893975639,531663.0001221001,181853.00012210011,Pubs,2018,,,,,,,,,,
Sutton Arms,6 Carthusian Street,Farringdon,Farringdon,Islington,,,E09000019,Bunhill,E05000367,-0.096552256,51.520189547521554,532047.0001221001,181912.00012210011,Pubs,2018,,,,,,,,,,
Erebuni,2-5 Carthusian Street,London,Farringdon,Islington,,,E09000019,Bunhill,E05000367,-0.096552256,51.520189547521554,532047.0001221001,181912.00012210011,Pubs,2018,,,,,,,,,,
Beduin,57-59 Charterhouse Street,London,Farringdon,Islington,,,E09000019,Clerkenwell,E05000370,-0.102119032,51.51875085659071,531665.0001221001,181742.00012210011,Pubs,2018,,,,,,,,,,
Draft House Farringdon,55 Charterhouse Street,London,Farringdon,Islington,,,E09000019,Clerkenwell,E05000370,-0.102119032,51.51875085659071,531665.0001221001,181742.00012210011,Pubs,2018,,,,,,,,,,
Smiths of Smithfield,67-77 Charterhouse Street,London,Farringdon,Islington,,,E09000019,Clerkenwell,E05000370,-0.100807165,51.51909835631782,531755.0001221001,181783.00012210011,Pubs,2018,,,,,,,,,,
Simmons,105 Charterhouse Street,London,Farringdon,Islington,,,E09000019,Bunhill,E05000367,-0.099723157,51.51951249,531829.0001221001,181831.00012210011,Pubs,2018,,,,,,,,,,
Shakespeare,2 Goswell Road,London,Farringdon,City and County of the City of London,,,E09000001,Cripplegate,E05009302,-0.095800542,51.521967069282816,532094.0001221001,182111.00012210011,Pubs,2018,,,,,,,,,,
Sourced Market,7-21 Goswell Road,Barbican,,Islington,,,E09000019,Bunhill,E05000367,-0.09597798,51.52116952053352,532084.0001221001,182022.00012210011,Pubs,2018,,,,,,,,,,
Inn of Court,18 High Holborn,London,Hatton Garden,City and County of the City of London,,,E09000001,Farringdon Without,E05009305,-0.108592641,51.517335525592614,531220.0001221001,181573.00012210011,Pubs,2018,,,,,,,,,,
Olde Mitre,"1 Ely Court, Ely Place",Hatton Garden,,Camden,,,E09000007,Holborn and Covent Garden,E05000138,-0.105814702,51.51792923446995,531411.0001221001,181644.00012210011,Pubs,2018,,,,,,,,,,
Sir Christopher Hatton,4 Leather Lane,London,Hatton Garden,Camden,,,E09000007,Holborn and Covent Garden,E05000138,-0.107325442,51.51799859361693,531306.0001221001,181649.00012210011,Pubs,2018,,,,,,,,,,
Lounge 33,33-35 Brooke Street,London,Hatton Garden,Camden,,,E09000007,Holborn and Covent Garden,E05000138,-0.109134986,51.51816268716369,531180.0001221001,181664.00012210011,Pubs,2018,,,,,,,,,,
Craft Beer Co.,82 Leather Lane,Hatton Garden,,Camden,,,E09000007,Holborn and Covent Garden,E05000138,-0.108022272,51.520662943642954,531250.0001221001,181944.00012210011,Pubs,2018,,,,,,,,,,
Hat & Tun,3 Hatton Wall,London,Hatton Garden,Camden,,,E09000007,Holborn and Covent Garden,E05000138,-0.106733241,51.52115478,531338.0001221001,182001.00012210011,Pubs,2018,,,,,,,,,,
Argyle,1 Greville Street,London,Hatton Garden,Camden,,,E09000007,Holborn and Covent Garden,E05000138,-0.106909277,51.518648408024056,531333.0001221001,181722.00012210011,Pubs,2018,,,,,,,,,,
One Tun,125 Saffron Hill,London,Hatton Garden,Camden,,,E09000007,Holborn and Covent Garden,E05000138,-0.105350766,51.519729450566686,531438.0001221001,181845.00012210011,Pubs,2018,,,,,,,,,,
Bleeding Heart Tavern,19 Greville Street,London,Hatton Garden,Camden,,,E09000007,Holborn and Covent Garden,E05000138,-0.105473015,51.51886804150955,531432.0001221001,181749.00012210011,Pubs,2018,,,,,,,,,,
Horseshoe,24 Clerkenwell Close,London,Clerkenwell,Islington,,,E09000019,Clerkenwell,E05000370,-0.105112096,51.523394975328216,531444.0001221001,182253.00012210011,Pubs,2018,,,,,,,,,,
Bowler,32 Bowling Green Lane,London,Clerkenwell,Islington,,,E09000019,Clerkenwell,E05000370,-0.106387512,51.523928209039525,531354.0001221001,182310.00012210011,Pubs,2018,,,,,,,,,,
Green,29 Clerkenwell Green,London,Clerkenwell,Islington,,,E09000019,Clerkenwell,E05000370,-0.104052227,51.52253245,531520.0001221001,182159.00012210011,Pubs,2018,,,,,,,,,,
Three Kings,7 Clerkenwell Close,London,Clerkenwell,Islington,,,E09000019,Clerkenwell,E05000370,-0.104377246,51.52269059448203,531497.0001221001,182176.00012210011,Pubs,2018,,,,,,,,,,
Crown Tavern,42 Clerkenwell Green,London,Clerkenwell,Islington,,,E09000019,Clerkenwell,E05000370,-0.103596642,51.522740929805344,531551.0001221001,182183.00012210011,Pubs,2018,,,,,,,,,,
Sekforde,34 Sekforde Street,London,Clerkenwell,Islington,,,E09000019,Clerkenwell,E05000370,-0.102888121,51.52348493169957,531598.0001221001,182267.00012210011,Pubs,2018,,,,,,,,,,
Bourne & Hollingsworth Buildings,42 Northampton Road,London,Clerkenwell,Islington,,,E09000019,Clerkenwell,E05000370,-0.105792647,51.52506078694691,531392.0001221001,182437.00012210011,Pubs,2018,,,,,,,,,,
George & Monkey,68 Amwell Street,London,Finsbury,Islington,,,E09000019,Clerkenwell,E05000370,-0.108759155,51.52966840028808,531173.0001221001,182944.00012210011,Pubs,2018,,,,,,,,,,
Shakespeares Head,1 Arlington Way,London,Finsbury,Islington,,,E09000019,Clerkenwell,E05000370,-0.104946852,51.52980472343169,531437.0001221001,182966.00012210011,Pubs,2018,,,,,,,,,,
Eagle,159 Farringdon Road,London,Clerkenwell,Islington,,,E09000019,Clerkenwell,E05000370,-0.10850916,51.52387251021705,531207.0001221001,182300.00012210011,Pubs,2018,,,,,,,,,,
Piano Works,113-117 Farringdon Road,London,Clerkenwell,Islington,,,E09000019,Clerkenwell,E05000370,-0.109470412,51.52503019279642,531137.0001221001,182427.00012210011,Pubs,2018,,,,,,,,,,
City Pride,28 Farringdon Lane,London,Clerkenwell,Islington,,,E09000019,Clerkenwell,E05000370,-0.105079987,51.52243214362983,531449.0001221001,182146.00012210011,Pubs,2018,,,,,,,,,,
Betsey Trotwood,56 Farringdon Road,London,Clerkenwell,Islington,,,E09000019,Clerkenwell,E05000370,-0.106362088,51.52280360148514,531359.0001221001,182185.00012210011,Pubs,2018,,,,,,,,,,
Ninth Ward,99-101 Farringdon Road,London,Clerkenwell,Islington,,,E09000019,Clerkenwell,E05000370,-0.1060351,51.52199789290708,531384.0001221001,182096.00012210011,Pubs,2018,,,,,,,,,,
Coach,26-28 Ray Street,London,Clerkenwell,Islington,,,E09000019,Clerkenwell,E05000370,-0.107568327,51.52257125151493,531276.0001221001,182157.00012210011,Pubs,2018,,,,,,,,,,
Caravan,11-13 Exmouth Street,London,Clerkenwell,Islington,,,E09000019,Clerkenwell,E05000370,-0.108416765,51.52505817,531210.0001221001,182432.00012210011,Pubs,2018,,,,,,,,,,
Exmouth Arms,23 Exmouth Market,Clerkenwell,Finsbury,Islington,,,E09000019,Clerkenwell,E05000370,-0.107385842,51.525581154165344,531280.0001221001,182492.00012210011,Pubs,2018,,,,,,,,,,
Coin Laundry,70 Exmouth Market,London,Clerkenwell,Islington,,,E09000019,Clerkenwell,E05000370,-0.106443718,51.525700850685645,531345.0001221001,182507.00012210011,Pubs,2018,,,,,,,,,,
Wilmington,69 Rosebery Avenue,London,Clerkenwell,Islington,,,E09000019,Clerkenwell,E05000370,-0.10848198,51.52557185698614,531204.0001221001,182489.00012210011,Pubs,2018,,,,,,,,,,
